Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Jonny Moseley Mad Trix,2001,Sports,3DO,0.07,0.05,0.0,0.02,0.14,44.0,14.0,5.7,6.0,3DO,T
Journey,d,Adventure,Sony Computer Entertainment Europe,0.04,0.13,0.0,0.04,0.21,92.0,78.0,8.8,1381.0,ThatGameCompany,E
New Game,1991,Random Genre,Random Publisher,0.1558932608130194,,1.1681436600877502,0.8099097421532617,0.5461065964561724,62.0,43.0,,,Random Developer,Random Rating
New Game,2019,Random Genre,Random Publisher,,,,0.0522628457230587,1.9218125446734344,70.0,53.0,,,Random Developer,Random Rating
JSRF: Jet Set Radio Future,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,88.0,36.0,8.2,102.0,Smilebit,T
New Game,2015,Random Genre,Random Publisher,,0.3545440645341835,1.5167454448470084,0.6616956386333346,1.062131785805695,56.0,,0.2281641528287441,479.0,Random Developer,Random Rating
J Stars Victory Vs.,2014,Fighting,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21,74.0,5.0,7.9,29.0,Bandai Namco Games,T
Judge Dredd: Dredd Vs Death,2003,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03,52.0,13.0,5.3,9.0,Rebellion,M
Judge Dredd: Dredd Vs Death,2003,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.02,57.0,17.0,6.7,7.0,Rebellion,M
Juiced,2005,Racing,THQ,0.26,0.2,0.0,0.07,0.53,68.0,36.0,7.7,24.0,Juice Games,T
New Game,2023,Random Genre,Random Publisher,1.1299609783739557,,,0.7307401504815259,,91.0,,0.8497175091470883,712.0,Random Developer,Random Rating
New Game,1992,Random Genre,Random Publisher,,1.8326311170818583,,0.3303918021440422,,,,,521.0,Random Developer,Random Rating
Juiced,2005,Racing,THQ,0.13,0.04,0.0,0.01,0.18,68.0,39.0,9.1,15.0,Juice Games,T
Juiced: Eliminator,2006,Racing,THQ,0.11,0.2,0.0,0.12,0.42,65.0,24.0,8.2,6.0,Juice Games,T
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.22,0.34,0.0,0.07,0.63,68.0,24.0,7.6,21.0,Juice Games,T
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,66.0,4.0,6.7,10.0,Juice Games,T
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.06,0.2,0.0,0.11,0.37,73.0,6.0,7.8,11.0,Juice Games,T
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.25,71.0,10.0,6.4,5.0,Juice Games,T
New Game,2004,Random Genre,Random Publisher,,1.9605208477182428,,,,,62.0,,,Random Developer,Random Rating
Juiced 2: Hot Import Nights,2007,Racing,THQ,0.0,0.01,0.0,0.0,0.01,61.0,6.0,5.0,42.0,Juice Games,T
Jumper: Griffin's Story,2008,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,28.0,5.0,2.5,11.0,Collision Studios,T
Jumper: Griffin's Story,2008,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,29.0,16.0,3.3,30.0,Red Tribe,T
JU-ON: The Grudge,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,32.0,5.6,34.0,FeelPlus,M
Jurassic: The Hunted,2009,Shooter,Activision,0.12,0.0,0.0,0.01,0.13,60.0,4.0,7.2,21.0,Activision,T
Jurassic Park: Operation Genesis,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment,T
New Game,1992,Random Genre,Random Publisher,0.6283533999590094,1.5690904739228302,0.6862691397325302,0.5747316235643847,,26.0,,0.1696351692037569,,Random Developer,Random Rating
Jurassic Park: Operation Genesis,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,69.0,21.0,8.8,19.0,Blue Tongue Entertainment,T
New Game,1991,Random Genre,Random Publisher,,1.4882552561063018,,,1.1566951052184842,,,0.7050721279016987,,Random Developer,Random Rating
New Game,2023,Random Genre,Random Publisher,,,,1.5844414125291106,0.3508692442141028,,,1.501680747312385,975.0,Random Developer,Random Rating
Jurassic Park: Operation Genesis,2003,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.02,72.0,15.0,8.7,55.0,Blue Tongue Entertainment,T
New Game,1993,Random Genre,Random Publisher,,,1.6149465484979848,,,,,1.976883409384612,470.0,Random Developer,Random Rating
New Game,2012,Random Genre,Random Publisher,,,1.3458673007720314,,0.7238301596065695,55.0,79.0,,681.0,Random Developer,Random Rating
Jurassic Park III: Park Builder,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,65.0,5.0,8.0,5.0,Konami,E
New Game,2012,Random Genre,Random Publisher,,,1.3132262836196864,,1.0476811294978046,,,,370.0,Random Developer,Random Rating
New Game,2021,Random Genre,Random Publisher,0.9245993027349768,0.7693900882637168,,0.6471272692039665,0.7567639527555405,,,,855.0,Random Developer,Random Rating
New Game,2003,Random Genre,Random Publisher,1.0807824781716329,,0.3456886958524638,,,,6.0,0.5298538637773738,755.0,Random Developer,Random Rating
Just Cause,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,73.0,57.0,7.2,52.0,Avalanche Studios,M
New Game,1994,Random Genre,Random Publisher,,,1.462865160640261,0.5745017139342288,0.1350837449951374,50.0,26.0,,252.0,Random Developer,Random Rating
New Game,2017,Random Genre,Random Publisher,1.5092009895333562,0.5371277104304697,,,1.4663918253595645,86.0,,0.1916080832056308,,Random Developer,Random Rating
Just Cause,2006,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,75.0,21.0,7.3,206.0,Avalanche Studios,M
New Game,2004,Random Genre,Random Publisher,0.3746500175537495,,1.395684088900318,1.1198155145487676,,88.0,32.0,0.0145375117019941,114.0,Random Developer,Random Rating
Just Cause,2006,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.02,67.0,23.0,7.9,41.0,Avalanche Studios,M
Just Cause 2,2010,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83.0,66.0,8.0,291.0,Avalanche Studios,M
Just Cause 2,2010,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,81.0,74.0,8.0,267.0,Avalanche Studios,M
Just Cause 2,2010,Action,Square Enix,0.0,0.1,0.0,0.02,0.12,84.0,33.0,7.7,838.0,Avalanche Studios,M
Just Cause 3,2015,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,73.0,42.0,6.5,403.0,Avalanche Studios,M
Just Cause 3,2015,Action,Square Enix,0.44,0.39,0.0,0.08,0.9,71.0,24.0,7.0,186.0,Avalanche Studios,M
Just Cause 3,2015,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,Avalanche Studios,M
Just Dance,2009,Misc,Ubisoft,3.48,2.99,0.0,0.73,7.2,49.0,21.0,8.0,110.0,Ubisoft Paris,E10+
Just Dance 2,2010,Misc,Ubisoft,5.8,2.85,0.01,0.78,9.44,74.0,24.0,7.3,24.0,Ubisoft,E10+
Just Dance 2014,2013,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,79.0,16.0,7.8,33.0,Ubisoft,E10+
Just Dance 2014,2013,Misc,Ubisoft,0.31,0.23,0.0,0.05,0.6,72.0,13.0,7.6,45.0,Ubisoft,E10+
Just Dance 2014,2013,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45,71.0,6.0,7.0,58.0,Ubisoft,E10+
Just Dance 2014,2013,Misc,Ubisoft,0.19,0.16,0.0,0.07,0.41,75.0,4.0,5.5,51.0,Ubisoft,E10+
Just Dance 2014,2013,Misc,Ubisoft,0.17,0.14,0.0,0.06,0.38,77.0,6.0,7.1,25.0,Ubisoft,E10+
Just Dance 2015,2014,Misc,Ubisoft,0.38,0.29,0.0,0.06,0.73,75.0,6.0,6.6,26.0,Ubisoft,E10+
Just Dance 2015,2014,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53,70.0,17.0,7.5,20.0,Ubisoft,E10+
Just Dance 2015,2014,Misc,Ubisoft,0.19,0.13,0.0,0.07,0.39,72.0,8.0,5.8,32.0,Ubisoft,E10+
Just Dance 2016,2015,Misc,Ubisoft,0.27,0.25,0.0,0.05,0.57,73.0,7.0,6.9,11.0,Ubisoft,E10+
New Game,2015,Random Genre,Random Publisher,,1.251282103120605,,1.0502198657000708,1.6233357983253285,57.0,65.0,,539.0,Random Developer,Random Rating
Just Dance 2016,2015,Misc,Ubisoft,0.17,0.13,0.0,0.06,0.36,73.0,10.0,6.8,20.0,Ubisoft,E10+
Just Dance 2016,2015,Misc,Ubisoft,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,Ubisoft,E10+
Just Dance 2017,2016,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,75.0,5.0,8.0,6.0,Ubisoft Paris,E10+
Just Dance 3,2011,Misc,Ubisoft,5.95,3.11,0.0,1.06,10.12,74.0,15.0,7.8,16.0,Ubisoft,E10+
New Game,2008,Random Genre,Random Publisher,,1.5053856699139805,1.0600660176854948,,1.7681235409222609,,,,772.0,Random Developer,Random Rating
Just Dance 3,2011,Misc,Ubisoft,1.47,0.39,0.0,0.16,2.02,70.0,34.0,7.7,17.0,Ubisoft,E10+
Just Dance 3,2011,Misc,Ubisoft,0.33,0.2,0.0,0.09,0.62,75.0,5.0,6.0,7.0,Ubisoft,E10+
Just Dance 4,d,Misc,Ubisoft,4.05,2.16,0.0,0.55,6.76,74.0,10.0,7.3,28.0,Ubisoft,E10+
Just Dance 4,d,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,77.0,23.0,7.7,36.0,Ubisoft,E10+
Just Dance 4,d,Misc,Ubisoft,0.26,0.11,0.0,0.06,0.43,77.0,5.0,7.1,29.0,Ubisoft,E10+
Just Dance 4,d,Misc,Ubisoft,0.21,0.13,0.0,0.03,0.37,66.0,14.0,7.8,37.0,Ubisoft Paris,E10+
New Game,2008,Random Genre,Random Publisher,,1.191763710885848,,1.5891374308062152,1.4780671298215855,74.0,,,845.0,Random Developer,Random Rating
New Game,2000,Random Genre,Random Publisher,,0.7468055023815636,1.582210366859509,0.7433146636791006,1.9432268995412885,,57.0,,,Random Developer,Random Rating
Justice League Heroes,2006,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,72.0,13.0,7.8,5.0,Snowblind Studios,T
Justice League Heroes,2006,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,43.0,9.0,5.7,7.0,Sensory Sweep,E10+
Justice League Heroes: The Flash,2006,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,72.0,8.0,7.4,7.0,WayForward,E10+
New Game,1999,Random Genre,Random Publisher,1.2809119062861047,,,,,37.0,,0.9862003676382304,411.0,Random Developer,Random Rating
K-1 World Grand Prix,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,67.0,24.0,9.0,7.0,Konami,T
Kabuki Warriors,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06,32.0,15.0,2.5,12.0,Light Weight,M
Kakuto Chojin,2002,Fighting,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.05,46.0,26.0,7.2,17.0,DreamFactory,T
Kameo: Elements of Power,2005,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,79.0,76.0,8.1,107.0,Rare Ltd.,T
New Game,2014,Random Genre,Random Publisher,,0.8605452631155899,0.2257508790074043,1.1005977979010078,,,70.0,,,Random Developer,Random Rating
Kao the Kangaroo Round 2,2005,Platform,JoWood Productions,0.01,0.01,0.0,0.0,0.02,58.0,12.0,8.7,7.0,Tate Interactive,E
Karaoke Revolution,2003,Misc,Konami Digital Entertainment,0.17,0.13,0.0,0.04,0.35,83.0,29.0,9.1,17.0,Harmonix Music Systems,E
Karaoke Revolution,2004,Misc,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.09,80.0,13.0,8.5,4.0,Secret Level,E
Karaoke Revolution Presents American Idol Encore,2008,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,70.0,7.0,7.0,6.0,Blitz Games,E
Karaoke Revolution Volume 2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,76.0,26.0,7.0,4.0,Harmonix Music Systems,E
New Game,1999,Random Genre,Random Publisher,,,,,1.8297062561426296,,77.0,1.3330449586444109,,Random Developer,Random Rating
Karaoke Revolution Volume 3,2004,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,82.0,25.0,7.8,10.0,Harmonix Music Systems,E
New Game,2020,Random Genre,Random Publisher,1.2780464801880458,0.8877105307811259,1.063118005443807,1.2060285972084066,,69.0,,1.131358990329936,343.0,Random Developer,Random Rating
Karnaaj Rally,2003,Racing,Jaleco,0.01,0.0,0.0,0.0,0.01,81.0,9.0,9.5,4.0,"Infinite Dreams, Paragon 5",E
New Game,1992,Random Genre,Random Publisher,,,1.9446374111313487,1.0945788751267491,1.1636545513278205,,,0.0330260788561418,725.0,Random Developer,Random Rating
New Game,1996,Random Genre,Random Publisher,,1.8819016848803407,0.7491088667431203,0.7352121562274407,1.16460705620475,31.0,,0.4673477854192869,,Random Developer,Random Rating
New Game,2007,Random Genre,Random Publisher,1.1041510587302252,1.1712163600099283,1.4512054494535611,1.54384312621752,0.4622870001636292,25.0,,,,Random Developer,Random Rating
Katamari Damacy,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73,86.0,55.0,9.0,86.0,Namco,E
Katamari Forever,2009,Puzzle,Namco Bandai Games,0.26,0.04,0.06,0.04,0.4,74.0,51.0,8.1,50.0,Bandai Namco Games,E
Kelly Slater's Pro Surfer,2002,Sports,Activision,0.16,0.13,0.0,0.04,0.33,77.0,19.0,8.4,15.0,Treyarch,E
Kelly Slater's Pro Surfer,2002,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80.0,15.0,8.0,5.0,Treyarch,E
Kengo: Legend of The 9,2006,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,38.0,18.0,4.1,14.0,Genki,M
Kengo: Master of Bushido,2000,Fighting,Ubisoft,0.16,0.13,0.06,0.04,0.39,62.0,13.0,8.4,8.0,Light Weight,M
Kenka Bancho: Badass Rumble,2008,Action,Spike,0.06,0.0,0.2,0.01,0.28,70.0,21.0,7.5,6.0,Bullets,T
Kessen,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.0,20.0,8.4,12.0,Koei,T
New Game,2000,Random Genre,Random Publisher,1.5199430924671264,,1.7495127101827732,,,2.0,,1.5977830538660405,,Random Developer,Random Rating
Kessen II,2001,Strategy,THQ,0.13,0.1,0.2,0.03,0.46,71.0,15.0,8.3,22.0,Koei,T
New Game,2016,Random Genre,Random Publisher,1.3596993499355374,,0.7691020012853897,1.2514734852644438,,,52.0,,206.0,Random Developer,Random Rating
Kessen III,2004,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,73.0,26.0,8.1,20.0,Koei,T
Kid Icarus: Uprising,d,Action,Nintendo,0.48,0.35,0.36,0.07,1.27,83.0,75.0,8.7,487.0,"Opus, Project Sora",E10+
Kill.Switch,2003,Shooter,Sony Computer Entertainment,0.34,0.27,0.0,0.09,0.7,73.0,33.0,8.3,19.0,Namco,T
Kill.Switch,2003,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24,75.0,26.0,8.0,7.0,Namco,T
Killer7,2005,Action,Capcom,0.12,0.03,0.0,0.0,0.15,74.0,57.0,8.5,64.0,Grasshopper Manufacture,M
Killer7,2005,Action,Capcom,0.04,0.03,0.0,0.01,0.09,70.0,39.0,8.1,36.0,Grasshopper Manufacture,M
Killer is Dead,2013,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,64.0,39.0,7.9,215.0,Grasshopper Manufacture,M
Killer is Dead,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,64.0,38.0,7.2,144.0,Grasshopper Manufacture,M
Killing Floor 2,2016,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01,0.05,76.0,39.0,8.0,57.0,Tripwire Interactive,M
Killzone,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,70.0,67.0,7.4,254.0,Guerrilla,M
Killzone: Liberation,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0.0,0.18,0.89,77.0,56.0,8.3,80.0,Guerrilla,T
New Game,2013,Random Genre,Random Publisher,,1.0788281844673155,0.6069108078192569,1.984552903676212,1.841217740388369,,,0.2369496212371564,,Random Developer,Random Rating
New Game,2007,Random Genre,Random Publisher,,,0.7175486370749204,1.514235960813456,0.6374343366274231,,40.0,1.4039001529055335,752.0,Random Developer,Random Rating
Killzone: Mercenary,2013,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17,0.8,78.0,86.0,8.9,513.0,Guerilla Cambridge,M
Killzone: Shadow Fall,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73.0,88.0,6.8,2102.0,Guerrilla,M
Killzone 2,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91.0,94.0,8.1,1505.0,Guerrilla,M
New Game,2019,Random Genre,Random Publisher,1.970835866524159,,0.8963352955360506,,1.423610615185654,98.0,55.0,0.6073776104024637,,Random Developer,Random Rating
Killzone 3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84.0,85.0,7.9,942.0,Guerrilla,M
Kinect: Disneyland Adventures,2011,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17,2.35,73.0,33.0,2.9,67.0,Frontier Developments,E10+
New Game,2012,Random Genre,Random Publisher,1.0923562260217607,1.1088615601473308,,,,,7.0,0.3503240382444439,,Random Developer,Random Rating
Kinect Adventures!,2010,Misc,Microsoft Game Studios,15.0,4.89,0.24,1.69,21.81,61.0,45.0,6.3,106.0,Good Science Studio,E
Kinectimals,2010,Simulation,Microsoft Game Studios,1.02,0.46,0.0,0.13,1.62,74.0,50.0,3.1,69.0,Frontier Developments,E
Kinect Joy Ride,2010,Racing,Microsoft Game Studios,0.92,0.39,0.0,0.12,1.43,52.0,46.0,5.0,20.0,BigPark,E
New Game,2022,Random Genre,Random Publisher,,0.9713675876244204,1.530150084131252,1.711973426169053,,95.0,,0.6304899758333047,637.0,Random Developer,Random Rating
Kinect Rush: A Disney Pixar Adventure,d,Adventure,Microsoft Game Studios,0.38,0.15,0.0,0.05,0.58,68.0,31.0,5.1,15.0,Asobo Studio,E
Kinect Sports,2010,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51,6.19,73.0,51.0,7.4,95.0,Rare Ltd.,E10+
Kinect Sports: Season Two,2011,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,66.0,46.0,6.5,39.0,"Rare Ltd., BigPark",E
New Game,2006,Random Genre,Random Publisher,,0.6565273049979397,,0.6215096217727665,0.1678096921094332,,92.0,,626.0,Random Developer,Random Rating
Kinect Sports Rivals,2014,Sports,Microsoft Game Studios,0.3,0.23,0.02,0.05,0.6,60.0,53.0,5.1,144.0,Microsoft Game Studios,E10+
Kinect Star Wars,d,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,55.0,61.0,3.5,145.0,Terminal Reality,T
Kinetica,2001,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,77.0,21.0,8.3,21.0,SCE Santa Monica,T
King's Bounty: Armored Princess,2009,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01,82.0,25.0,8.6,158.0,Katauri Interactive,T
King's Field: The Ancient City,2001,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,60.0,14.0,8.5,13.0,From Software,T
King Arthur,2004,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,59.0,22.0,8.0,10.0,Krome Studios,T
Kingdom Hearts,2002,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,85.0,46.0,8.8,597.0,SquareSoft,E
Kingdom Hearts: Birth by Sleep,2010,Role-Playing,Square Enix,0.63,0.41,0.75,0.26,2.06,82.0,62.0,8.6,208.0,Square Enix,E10+
Kingdom Hearts: Chain of Memories,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76.0,37.0,7.9,84.0,Jupiter Corporation,E
New Game,2023,Random Genre,Random Publisher,,,1.4664793325847305,,0.0105732577847825,,66.0,,648.0,Random Developer,Random Rating
New Game,2019,Random Genre,Random Publisher,,,0.27630991571915,,,,,,650.0,Random Developer,Random Rating
New Game,1993,Random Genre,Random Publisher,1.362310449194624,,0.0562958136028726,,1.2241649649048028,83.0,,,,Random Developer,Random Rating
Kingdom Hearts 358/2 Days,2009,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,75.0,53.0,7.8,162.0,h.a.n.d. Inc.,E10+
New Game,1993,Random Genre,Random Publisher,0.2590095823924814,0.0427598926571737,,0.4412757866295449,,,75.0,,,Random Developer,Random Rating
Kingdom Hearts 3D: Dream Drop Distance,d,Action,Square Enix,0.88,0.26,0.34,0.1,1.58,75.0,54.0,8.2,267.0,Square Enix,E10+
New Game,1992,Random Genre,Random Publisher,,,0.6784856263684618,,,36.0,44.0,0.3271203890838627,,Random Developer,Random Rating
Kingdom Hearts II,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87.0,64.0,9.0,766.0,Square Enix,E10+
Kingdom Hearts Re: Chain of Memories,2008,Role-Playing,Square Enix,0.73,0.03,0.0,0.12,0.87,68.0,20.0,7.2,105.0,Jupiter Corporation,E10+
Kingdom Hearts Re:coded,2010,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66.0,58.0,7.0,76.0,"Square Enix, h.a.n.d. Inc.",E10+
New Game,2016,Random Genre,Random Publisher,1.7097220014583605,0.9871753917902584,,1.1433505558984494,0.1015849461308866,78.0,,,837.0,Random Developer,Random Rating
New Game,1996,Random Genre,Random Publisher,0.1647110762395705,,,,1.524497029734835,,,,,Random Developer,Random Rating
Kingdom of Paradise,2005,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,72.0,38.0,7.5,19.0,Climax Entertainment,T
New Game,2004,Random Genre,Random Publisher,0.868309133626584,,,0.334161438871202,,,88.0,,666.0,Random Developer,Random Rating
Kingdoms of Amalur: Reckoning,d,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.07,0.87,80.0,71.0,7.7,446.0,Big Huge Games,M
Kingdoms of Amalur: Reckoning,d,Role-Playing,Electronic Arts,0.37,0.29,0.09,0.11,0.85,81.0,34.0,7.6,376.0,Big Huge Games,M
Kingdoms of Amalur: Reckoning,d,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.03,0.3,81.0,25.0,6.6,1097.0,Big Huge Games,M
New Game,2023,Random Genre,Random Publisher,0.0367148879769458,1.6604108816171566,1.5612886310911194,1.7432665832546292,1.3075833128777463,,46.0,0.8185883029680672,,Random Developer,Random Rating
Kingdom Under Fire: Circle of Doom,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03,0.37,55.0,44.0,5.9,49.0,Blueside,M
New Game,1997,Random Genre,Random Publisher,,,,1.6557270671003084,1.1103968017743375,91.0,83.0,,,Random Developer,Random Rating
Kingdom Under Fire: Heroes,2005,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,78.0,55.0,7.5,23.0,Phantagram,M
New Game,2018,Random Genre,Random Publisher,,0.4803203406653509,1.597606835270263,,,45.0,,0.7406230015969997,,Random Developer,Random Rating
Kingdom Under Fire: The Crusaders,2004,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32,81.0,50.0,7.9,31.0,Phantagram,M
King of Fighters: Maximum Impact,2004,Fighting,Ignition Entertainment,0.13,0.1,0.0,0.03,0.26,64.0,45.0,6.9,12.0,SNK Playmore,T
New Game,1999,Random Genre,Random Publisher,0.1323848568537746,,0.688660276745664,,,70.0,,0.5553295415123229,456.0,Random Developer,Random Rating
New Game,2020,Random Genre,Random Publisher,0.4872274229951003,,,,,46.0,,0.568055657751463,,Random Developer,Random Rating
New Game,2002,Random Genre,Random Publisher,,,1.4119384640277284,0.0552245537082141,0.845080182046583,84.0,82.0,,465.0,Random Developer,Random Rating
New Game,2002,Random Genre,Random Publisher,0.457722571479314,,,,,80.0,,,900.0,Random Developer,Random Rating
Kirby: Canvas Curse,2005,Platform,Nintendo,0.36,0.0,0.32,0.03,0.72,86.0,48.0,8.2,87.0,HAL Labs,E
Kirby: Mass Attack,2011,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,46.0,8.6,55.0,HAL Labs,E
Kirby: Nightmare in Dream Land,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,81.0,24.0,8.9,54.0,HAL Labs,E
Kirby: Planet Robobot,2016,Action,Nintendo,0.28,0.14,0.47,0.04,0.93,81.0,71.0,8.7,87.0,HAL Labs,E
New Game,1991,Random Genre,Random Publisher,1.2431481251365144,,1.999374345248405,0.834961025630174,0.4723440230597147,,,,293.0,Random Developer,Random Rating
Kirby: Triple Deluxe,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.83,80.0,68.0,8.8,206.0,HAL Labs,E
Kirby's Dream Collection: Special Edition,d,Action,Nintendo,0.33,0.0,0.33,0.02,0.67,82.0,6.0,8.8,37.0,HAL Labs,E10+
Kirby's Return to Dreamland,2011,Platform,Nintendo,0.58,0.21,0.79,0.07,1.65,77.0,49.0,8.5,156.0,HAL Labs,E10+
New Game,2015,Random Genre,Random Publisher,0.1431894085977421,,,1.903829710455968,,85.0,,1.7841140589793756,937.0,Random Developer,Random Rating
Kirby Air Ride,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62,61.0,28.0,7.9,69.0,HAL Labs,E
Kirby and the Rainbow Curse,2015,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227.0,HAL Labs,E
Kirby Squeak Squad,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71.0,29.0,8.1,41.0,"Flagship, HAL Labs",E
Kirby Super Star Ultra,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76.0,40.0,8.8,76.0,HAL Labs,E
New Game,2015,Random Genre,Random Publisher,1.862452015169254,0.7628717523784379,0.016686799948963,1.149567035552109,,,,0.4450044537591804,815.0,Random Developer,Random Rating
New Game,2007,Random Genre,Random Publisher,,,0.5320448827895041,0.8441741504235589,,76.0,,1.2957213875075786,669.0,Random Developer,Random Rating
KISS Pinball,2001,Action,Take-Two Interactive,0.17,0.12,0.0,0.02,0.31,26.0,7.0,3.8,8.0,Wildfire Studios,T
New Game,2005,Random Genre,Random Publisher,0.4579923650680153,1.5680716554801997,,0.969110370891792,,44.0,,,,Random Developer,Random Rating
Klonoa,2008,Platform,Namco Bandai Games,0.1,0.02,0.03,0.01,0.16,77.0,37.0,8.6,39.0,Paon Corporation,E10+
Klonoa 2: Dream Champ Tournament,2002,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,78.0,20.0,9.3,6.0,Namco,E
Klonoa 2: Lunatea's Veil,2001,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03,0.33,91.0,18.0,9.1,72.0,Namco,E
New Game,1992,Random Genre,Random Publisher,0.6091383479926604,1.2960539504922504,,,1.594721712822644,,,,,Random Developer,Random Rating
New Game,1994,Random Genre,Random Publisher,,1.7070985678851678,1.0193022625410548,0.9279346341780847,,84.0,,0.5174388021907916,,Random Developer,Random Rating
